id,usmle_category,correct_len,max_distractor_len,len_gap,correct_answer
58,11. Feeding and Eating Disorders,107,25,82,AN involves significantly low body weight; BN involves normal/near-normal weight despite binge-purge cycles
200,8. Trauma- and Stressor-Related Disorders,120,38,82,Generally favorable—most patients recover within 6 months with appropriate support; early intervention improves outcomes
288,16. Substance-Related Disorders,183,101,82,"Legalization enabled development of extremely high-potency products (20-30% THC in flower, 50-99% in concentrates) that correspond with more severe cannabis-induced psychotic episodes"
336,22. Psychopharmacology,107,25,82,Enables rational polypharmacy and optimized dosing through understanding half-lives and CYP450 interactions
359,22. Psychopharmacology,115,33,82,Serendipitous medications proved effective in rigorous trials; validity from clinical evidence not discovery method
429,26. Consultation-Liaison Psychiatry,103,21,82,Thyroid hormone excess (hyperthyroidism) causing increased metabolic rate and catecholamine sensitivity
742,6. Anxiety Disorders,137,55,82,Caffeine increases sympathomimetic effects and can precipitate panic attacks in vulnerable individuals; reduction is clinically indicated
287,16. Substance-Related Disorders,169,88,81,"CBD evidence in humans is limited, but animal models and some human studies suggest anxiolytic and antipsychotic properties; most enthusiasm is based on preclinical work"
300,16. Substance-Related Disorders,172,91,81,Patches provide steady-state nicotine delivery and reduce cravings; gum/lozenges allow rapid self-titration for breakthrough cravings; combination therapy improves outcomes
350,22. Psychopharmacology,90,9,81,Gradual 10 percent reduction every 1-2 weeks avoiding severe withdrawal including seizures
408,26. Consultation-Liaison Psychiatry,112,31,81,Chronic HPA axis activation leading to reduced regulatory T cells and persistent Th1/Th17 inflammatory imbalance
309,16. Substance-Related Disorders,146,66,80,"Supportive care including aggressive cooling, IV fluids for rhabdomyolysis management, benzodiazepines for agitation, and potential ICU monitoring"
431,26. Consultation-Liaison Psychiatry,115,35,80,"Reduced cardiac output decreasing cerebral perfusion and oxygen delivery, plus neuroinflammation from heart failure"
512,22. Psychopharmacology,126,46,80,"Obtain baseline EKG, follow FDA dose limitations, monitor for drug interactions, and perform periodic EKGs in at-risk patients"
715,4. Bipolar and Related Disorders,149,69,80,"Monotherapy with antidepressants risks mood destabilization, rapid cycling, and potential switch to mania without concurrent mood stabilizer coverage"
985,22. Psychopharmacology,133,53,80,ADHD shows strong familial aggregation; first-degree relatives have 50-80% prevalence; screening siblings and offspring is reasonable
1091,"27. Forensic, Ethics, and Legal Issues",135,55,80,"A careful, conservative approach — declining on documented clinical judgment carries little risk, while writing without evaluation does"
519,20. Medication-Induced Movement Disorders,122,43,79,Simple motor restlessness is purely objective; akathisia combines subjective dysphoric distress with objective motor signs
976,22. Psychopharmacology,143,64,79,"Adult ADHD persists in 30-50% of childhood ADHD cases; it is a legitimate neurodevelopmental condition with neurobiological basis, not laziness"
399,1. Assessment Fundamentals,141,63,78,Benzodiazepines allosterically enhance GABA-A receptors for rapid anxiolysis; SSRIs require neuroadaptation over weeks for therapeutic effect
518,20. Medication-Induced Movement Disorders,148,70,78,"Manifestations, assessment, pathophysiology, and management of akathisia and tardive dyskinesia as clinically significant antipsychotic side effects"
711,4. Bipolar and Related Disorders,189,111,78,"Bipolar II patients spend more cumulative time in depressed states, and the subthreshold mania may delay recognition, resulting in higher suicide risk despite apparently less severe illness"
734,6. Anxiety Disorders,165,87,78,Expected onset is 6-12 weeks; response is defined as ≥50% symptom reduction; continued trials at adequate doses and durations are necessary before concluding failure
929,22. Psychopharmacology,144,66,78,"Benzodiazepines increase fall risk, cognitive impairment, delirium, and mortality in older adults; safer alternatives (SSRIs, CBT) are preferred"
970,22. Psychopharmacology,132,54,78,"Discontinue both medications immediately and monitor for symptom resolution; supportive care (benzodiazepines, cooling if necessary)"
174,2. Neurodevelopmental Disorders,123,46,77,"Cardiovascular assessment including personal/family history of cardiac arrhythmias, cardiomyopathy, or sudden cardiac death"
560,13. Sleep-Wake Disorders,153,76,77,"Explain that benzodiazepines/Z-drugs alter sleep architecture even if subjectively feeling rested, and chronic use carries dependence and tolerance risks"
798,13. Sleep-Wake Disorders,178,101,77,Bright light therapy timed to desired circadian phase and melatonin 0.5–2 mg (immediate release) 30–120 min before desired sleep onset are evidence-based complementary approaches
828,16. Substance-Related Disorders,181,104,77,"Peer support groups show benefits for sustained remission, particularly through community connection and accountability, though they work synergistically with professional treatment"
967,22. Psychopharmacology,145,68,77,"Discontinue antipsychotic immediately, initiate supportive care (cooling, hydration, monitoring); consider dantrolene (NMDA antagonist) if severe"
1036,1. Assessment Fundamentals,92,15,77,"EEG, often extended or video-EEG to rule out non-convulsive status or temporal-lobe seizures"
192,"27. Forensic, Ethics, and Legal Issues",105,29,76,Appreciation—inability to accept/acknowledge the reality of illness despite understanding the information
249,23. Psychotherapy and Non-Pharmacologic,151,75,76,Psychotherapy is a collaboration between therapist and patient involving structured interventions designed to address emotional and behavioral problems
357,22. Psychopharmacology,100,24,76,Serendipitously observed mood stabilization; mechanism incompletely understood despite 70+ years use
707,3. Schizophrenia Spectrum,175,99,76,"Depressive symptoms occur in 50-70% of first-episode cases; major depressive disorder emerges post-episode in 25%, significantly impacting functional outcomes and suicide risk"
728,5. Depressive Disorders,167,91,76,"Cognitive symptoms reflect depression severity; certain antidepressants and psychotherapy (CBT, behavioral activation) target cognitive components and improve function"
785,9. Dissociative Disorders,157,81,76,Selective loss of autobiographical memory with preservation of semantic and procedural memory is characteristic of dissociative amnesia (not organic amnesia)
883,22. Psychopharmacology,150,74,76,Bupropion's dopaminergic mechanism addresses anhedonia common in both depression and AUD; SSRI + alcohol may increase CNS depression and disinhibition
958,22. Psychopharmacology,140,64,76,"Male sex, older age, chronic pain, social isolation, and access to means all increase suicide risk; combined presence suggests elevated risk"
60,11. Feeding and Eating Disorders,93,18,75,"Disturbance in perception/evaluation of body shape and weight, or its role in self-evaluation"
175,2. Neurodevelopmental Disorders,108,33,75,"Cognitive-Behavioral Therapy (CBT) focused on organization, time management, and executive function coaching"
284,16. Substance-Related Disorders,152,77,75,"THC is a CB1 partial agonist with dose-dependent psychotomimetic effects, while CBD has minimal CB1 activity and acts through TRPV1 and 5-HT1A receptors"
315,22. Psychopharmacology,149,74,75,Dissociation is expected and often accompanies the antidepressant effects; patient monitoring and supportive care during the experience are essential
597,21. Other Conditions,130,55,75,"Manufacturing disruptions, consolidation of suppliers, low reimbursement rates discouraging production, and hoarding during crises"
1259,1. Assessment Fundamentals,142,67,75,'Disease' tends to medicalize and de-stigmatize; 'disorder' leaves room for psychosocial framing; 'failure' emphasizes function and palliation
35,7. OCD and Related Disorders,113,39,74,"Reduce anxiety and distress from obsessions, though relief is temporary and rituals ultimately maintain the cycle"
79,6. Anxiety Disorders,108,34,74,Avoidance prevents habituation and paradoxically maintains or worsens anxiety through negative reinforcement
244,8. Trauma- and Stressor-Related Disorders,140,66,74,"Complicated grief tends to persist and worsen without treatment, with long-term consequences for physical health and psychiatric comorbidity"
294,16. Substance-Related Disorders,163,89,74,"Methamphetamine-associated psychosis; symptoms may persist or recur despite abstinence, suggesting either unmasked schizophrenia or lasting neurobiological changes"
440,22. Psychopharmacology,119,45,74,Proton pump inhibitors reduce gastric acid required for B12 release from food protein and B12 binding protein synthesis
558,13. Sleep-Wake Disorders,138,64,74,"Melatonin agonists have substantially better safety profiles with no addiction potential, minimal tolerance, and no respiratory depression"
650,1. Assessment Fundamentals,125,51,74,"Despite effective medical documentation forming the backbone of practice, formal training remains limited for many clinicians"
720,4. Bipolar and Related Disorders,155,81,74,"Meta-analyses document 20-30% reduction in relapse when cognitive-behavioral therapy is combined with pharmacotherapy, particularly for depressive episodes"
278,1. Assessment Fundamentals,128,55,73,"Non-judgmental, specific questioning that assumes some substance use and asks for details, reducing underreporting due to stigma"
483,5. Depressive Disorders,128,55,73,"Environmental light exposure plays a significant role, as evidenced by higher prevalence in regions with reduced winter sunlight"
495,10. Somatic Symptom Disorders,136,63,73,"Cartesian dualism separates mind and body; contemporary neuroscience recognizes their bidirectional, physically instantiated interaction"
765,8. Trauma- and Stressor-Related Disorders,148,75,73,Children show behavioral reenactment and concrete threat interpretation; adult PTSD often involves abstract threat cognitions and explicit reporting
938,22. Psychopharmacology,124,51,73,"Paradoxical reaction: benzodiazepines occasionally cause increased anxiety, agitation, or disinhibition rather than sedation"
972,22. Psychopharmacology,142,69,73,Rhabdomyolysis from muscle breakdown may lead to myoglobinuria and acute renal failure; aggressive hydration and renal monitoring are critical
1209,4. Bipolar and Related Disorders,123,50,73,Mania requires ≥7 days (or any duration if hospitalized); hypomania requires ≥4 days with no marked impairment or psychosis
167,20. Medication-Induced Movement Disorders,105,33,72,Stop serotonergic agents; supportive care; consider cyproheptadine (serotonin antagonist) in severe cases
243,8. Trauma- and Stressor-Related Disorders,129,57,72,"Her presentation falls within normal grief response timeline and pattern, with sadness and initial disruption gradually improving"
484,5. Depressive Disorders,140,68,72,"It established that major depressive disorder could present with a distinct seasonal pattern, expanding understanding of depressive subtypes"
767,8. Trauma- and Stressor-Related Disorders,177,105,72,"Moral injury (violating personal ethics, killing others in combat) produces unique treatment-resistant presentations and requires specialized moral/meaning-focused interventions"
795,13. Sleep-Wake Disorders,141,69,72,"Sedative-hypnotics suppress arousal responses in OSA, worsening hypoxemia; sleep medicine evaluation is essential before sedating medications"
908,22. Psychopharmacology,107,35,72,Baseline and periodic absolute neutrophil count (ANC) monitoring; clozapine carries risk of agranulocytosis
919,22. Psychopharmacology,139,67,72,"Lamotrigine carries risk of Stevens-Johnson syndrome (SJS); slow titration (starting 25 mg, increasing by 25-50 mg weekly) reduces SJS risk"
977,22. Psychopharmacology,124,52,72,Increase to therapeutic dose; low starting doses require titration upward to optimize efficacy while monitoring tolerability
1100,21. Other Conditions,130,58,72,"Their income exceeds the Roth IRA direct-contribution limits, so they contribute to a nondeductible traditional IRA and convert it"
296,16. Substance-Related Disorders,148,77,71,Consider intensive outpatient programs (IOP) or residential treatment programs combined with behavioral interventions and treatment of comorbidities
502,26. Consultation-Liaison Psychiatry,135,64,71,"To provide a systematic, evidence-based approach to evaluating fatigue across multiple organ systems while avoiding diagnostic extremes"
725,5. Depressive Disorders,151,80,71,"Sleep deprivation paradoxically produces therapeutic benefit in some patients, particularly those with melancholic features and early morning awakening"
966,22. Psychopharmacology,140,69,71,"Serotonin syndrome resolves rapidly because serotonergic drugs have short half-lives; once metabolized, serotonergic excess resolves quickly"
1086,"27. Forensic, Ethics, and Legal Issues",135,64,71,"It requires periodic visits (at least twice a year), continues over an extended period, and episodic flares qualify even between flares"
221,3. Schizophrenia Spectrum,166,96,70,"First-break psychosis typically occurs in previously healthy individuals with no prior psychiatric history, while substance-induced psychosis is secondary to drug use"
302,16. Substance-Related Disorders,152,82,70,E-cigarettes may reduce combustion-related harm but perpetuate nicotine dependence; they lack FDA approval for smoking cessation and evidence is limited
672,1. Assessment Fundamentals,121,51,70,Scientific literature is shaped by complex incentives that clinicians must understand to practice evidence-based medicine
770,9. Dissociative Disorders,155,85,70,"Dissociative amnesia is a structural failure of memory integration, not motivated forgetting; false memories in alters can be corrected through integration"
917,22. Psychopharmacology,126,56,70,Immediately stop lithium and initiate supportive care; check renal function and electrolytes; hemodialysis for severe toxicity
1268,2. Neurodevelopmental Disorders,115,45,70,"It acknowledges the dimensional nature of social, communicative, and sensory features rather than a categorical cut"
554,13. Sleep-Wake Disorders,126,57,69,"Their narrow therapeutic window, respiratory depression, fatal overdose potential, and addiction liability made them dangerous"
745,7. OCD and Related Disorders,125,56,69,Trial of high-dose sertraline (another SSRI with robust OCD evidence) or clomipramine (TCA with potent serotonergic activity)
746,7. OCD and Related Disorders,126,57,69,"Low-dose antipsychotic augmentation (e.g., aripiprazole 2-10 mg/day) showing ~30% additional improvement in partial responders"
909,22. Psychopharmacology,133,64,69,Olanzapine commonly causes marked weight gain and metabolic effects; this may undermine adherence in already impulsive manic patients
973,22. Psychopharmacology,141,72,69,"Clozapine has some serotonergic activity; combined with sertraline, serotonergic excess can occur even without typical MAOI/tramadol exposure"
2,3. Schizophrenia Spectrum,125,57,68,"Meta-analyses demonstrated poor inter-rater reliability, diagnostic instability over time, and minimal treatment implications"
166,20. Medication-Induced Movement Disorders,88,20,68,Excessive serotonergic transmission due to combined serotonergic medications or overdose
186,"27. Forensic, Ethics, and Legal Issues",101,33,68,May lack appreciation—cannot accurately apply information to own situation due to delusional thinking
307,16. Substance-Related Disorders,158,90,68,"Synthetic cannabinoids are more selective CB1 full agonists with higher binding affinity than THC, producing more severe and unpredictable psychiatric effects"
492,10. Somatic Symptom Disorders,125,57,68,The stress response dysregulation underlying psychosomatic conditions affects both somatic and psychiatric symptom generation
702,3. Schizophrenia Spectrum,124,56,68,"Augmentation with valproate or lamotrigine, with integrated dual-diagnosis treatment addressing both psychosis and addiction"
868,22. Psychopharmacology,145,77,68,Monitor closely for suicidality; increased activation in early treatment is expected and often resolves with continued therapy or dose adjustment
918,22. Psychopharmacology,120,52,68,Valproate carries 10-20% risk of neural tube defects and developmental delay; alternative mood stabilizers are preferred
951,22. Psychopharmacology,128,60,68,"Most patients experience transient cognitive effects during active ECT, with full recovery within weeks to months post-treatment"
3,3. Schizophrenia Spectrum,111,44,67,Immediate medical evaluation to exclude secondary causes such as neuroleptic malignant syndrome or encephalitis
193,8. Trauma- and Stressor-Related Disorders,104,37,67,Symptoms emerge within 3 months of a clear stressor and persist up to 6 months after stressor resolution
301,16. Substance-Related Disorders,145,78,67,"Combined pharmacotherapy (varenicline, bupropion, or NRT) plus cognitive-behavioral therapy produces superior quit rates compared to either alone"
354,22. Psychopharmacology,97,30,67,Rationally synthesized based on MAOI understanding; chemists designed monoamine reuptake blockers
462,"27. Forensic, Ethics, and Legal Issues",132,65,67,"Forensic psychiatric expertise requires fundamentally different skills, methodologies, and ethical frameworks than clinical practice"
479,"27. Forensic, Ethics, and Legal Issues",124,57,67,Substituted judgment uses known patient values/preferences; best interest standard applies when such preferences are unknown
695,1. Assessment Fundamentals,125,58,67,Remote psychiatric care is now a standard component of practice requiring knowledge of guidelines and clinical considerations
775,9. Dissociative Disorders,147,80,67,Rushing to Phase 2 (trauma processing) without Phase 1 (stabilization/resource-building) can destabilize the dissociative system and harm treatment
934,22. Psychopharmacology,109,42,67,"Start with 10% dose reduction per week (diazepam 18 mg daily Week 1) with slow, gradual reduction over months"
1025,1. Assessment Fundamentals,105,38,67,"The underlying physical signal (ionizing radiation, magnetic fields, or emitted electromagnetic activity)"
131,22. Psychopharmacology,125,59,66,"Slow titration is mandatory to minimize risk of Stevens-Johnson syndrome (SJS), starting at 25 mg daily and increasing slowly"
348,22. Psychopharmacology,78,12,66,Short-half-life SSRIs common withdrawal; fluoxetine rare due to long half-life
599,21. Other Conditions,138,72,66,"Requesting a generic formulation, using manufacturer patient assistance programs, or consulting social work for pharmacy discount programs"
600,21. Other Conditions,122,56,66,"Explain that significant disparities exist based on insurance, geography, socioeconomic status, and medication type (REMS)"
867,22. Psychopharmacology,137,71,66,Venlafaxine's noradrenergic activity provides additional analgesia and activating effects beneficial for pain and psychomotor retardation
904,22. Psychopharmacology,127,61,66,Atypical antipsychotics cause weight gain and insulin resistance through D2/5-HT2 antagonism; metabolic monitoring is essential
947,22. Psychopharmacology,146,80,66,Right unilateral ECT has slightly lower efficacy but minimizes cognitive side effects; bilateral provides faster remission but more memory effects
1109,21. Other Conditions,112,46,66,W-2 employees split FICA with the employer; 1099 contractors pay full self-employment tax (~15.3%) on net income
257,23. Psychotherapy and Non-Pharmacologic,114,49,65,Using empathetic questioning to help the patient explore and resolve their own ambivalence about changing behavior
297,16. Substance-Related Disorders,129,64,65,"Varenicline (partial agonist at alpha-4-beta-2 nicotinic receptors), bupropion (antidepressant), and nicotine replacement therapy"
437,22. Psychopharmacology,115,50,65,"MTHFR deficiency impairs conversion of methylfolate to active form, impairing one-carbon metabolism and methylation"
933,22. Psychopharmacology,119,54,65,"Benzodiazepine + alcohol CNS depression causing profound sedation, respiratory depression, and potential overdose death"
1265,2. Neurodevelopmental Disorders,118,53,65,"Their defining feature is a deviation in how the brain develops, not a single structural malformation present at birth"
42,8. Trauma- and Stressor-Related Disorders,81,17,64,"Re-experiencing/intrusion symptoms (flashbacks, nightmares related to the trauma)"
191,"27. Forensic, Ethics, and Legal Issues",103,39,64,Presume capacity unless clearly demonstrated otherwise; capacity is decision-specific and can fluctuate
195,8. Trauma- and Stressor-Related Disorders,88,24,64,With mixed disturbance of emotions and conduct (if mood and behavioral symptoms present)
286,16. Substance-Related Disorders,146,82,64,Adolescent brains show exceptional vulnerability due to ongoing development of prefrontal cortex and limbic system where CB1 receptors predominate
313,22. Psychopharmacology,119,55,64,"Ketamine produces rapid antidepressant effects within hours to days, compared to weeks for conventional antidepressants"
347,22. Psychopharmacology,83,19,64,4-5 week washout required due to long half-life and active metabolite norfluoxetine
460,"27. Forensic, Ethics, and Legal Issues",125,61,64,Forensic reports require objectivity and thorough chart review; clinical notes focus on alliance and therapeutic relationship
749,7. OCD and Related Disorders,123,59,64,High-dose IV clomipramine (12.5-25 mg/day boluses over 2-4 weeks) may achieve remission in 50-70% of IV-refractory patients
900,22. Psychopharmacology,130,66,64,Different monoamine targets (addition of norepinephrine) provide alternative therapeutic mechanisms in SSRI partial/non-responders
981,22. Psychopharmacology,109,45,64,Consider extended-release formulations or twice-daily dosing to provide sustained coverage throughout the day
1249,22. Psychopharmacology,118,54,64,"A prodrug (dextroamphetamine bonded to lysine) cleaved after absorption, smoothing levels and reducing abuse potential"
1267,3. Schizophrenia Spectrum,131,67,64,It justifies systematic medical workup at first presentation and trying multiple agents rather than insisting the first should work
12,4. Bipolar and Related Disorders,96,33,63,"Presence of hypomanic (not manic) episodes and major depressive episodes, without manic episodes"
68,13. Sleep-Wake Disorders,100,37,63,Long-term efficacy decreases due to tolerance; psychological dependence can develop with chronic use
338,22. Psychopharmacology,85,22,63,Achieves higher blood levels at standard doses; lower doses or alternatives necessary
801,13. Sleep-Wake Disorders,155,92,63,Gradual taper (1–2 weeks) after sleep consolidation prevents rebound insomnia while reinforcing patient confidence in CBT-I skills for long-term management
17,5. Depressive Disorders,88,26,62,5 or more symptoms during the same 2-week period (including depressed mood or anhedonia)
69,13. Sleep-Wake Disorders,85,23,62,Consistent sleep schedule and adequate time in bed (7-9 hours) with regular wake time
476,"27. Forensic, Ethics, and Legal Issues",131,69,62,"Legal codification provides standardized procedures, clarity about hierarchy, and protection for vulnerable patients and clinicians"
694,1. Assessment Fundamentals,116,54,62,Telepsychiatry can achieve standard of care outcomes when conducted with appropriate protocols and clinical judgment
716,4. Bipolar and Related Disorders,130,68,62,"Valproate and certain atypical antipsychotics (quetiapine, risperidone) have stronger evidence than lithium; avoid antidepressants"
754,7. OCD and Related Disorders,106,44,62,Memantine (NMDA antagonist) and N-acetylcysteine with modest efficacy through glutamate pathway modulation
943,22. Psychopharmacology,116,54,62,Monthly maintenance ECT combined with antidepressants to sustain remission in select patients with recurrent illness
1078,"27. Forensic, Ethics, and Legal Issues",114,52,62,Ask for documentation of the disability-related need and verify the letter's authenticity with the listed provider
1200,21. Other Conditions,135,73,62,"A psychiatrist might be steeped in Freudian theory while an experimental psychologist ran rat mazes — same campus, no shared literature"
71,13. Sleep-Wake Disorders,108,47,61,"Associating bed with sleep only, limiting activities in bed to sleep/sex, and leaving bed if unable to sleep"
159,24. Psychiatric Emergencies,159,98,61,The field empirically developed risk factor frameworks (Durkheim onwards) but implementation of screening preceded rigorous evidence of screening effectiveness
255,23. Psychotherapy and Non-Pharmacologic,136,75,61,Psychotherapy has substantial empirical support for multiple psychiatric conditions and represents a core treatment alongside medication
293,16. Substance-Related Disorders,157,96,61,"No medications have demonstrated consistent efficacy in reducing cocaine use; behavioral interventions (contingency management, CBT) remain the gold standard"
656,1. Assessment Fundamentals,98,37,61,"The quality of documentation, its clarity in representing clinical reasoning, and its completeness"
789,11. Feeding and Eating Disorders,152,91,61,Males with AN are more likely to focus on muscularity/'bulk' rather than thinness; clinician bias (viewing ED as female illness) leads to underdiagnosis
55,9. Dissociative Disorders,97,37,60,Trauma-focused psychotherapy addressing underlying trauma and integrating dissociated experiences
70,13. Sleep-Wake Disorders,90,30,60,"Consolidates sleep, increases sleep efficiency, and breaks the cycle of wakefulness in bed"
137,22. Psychopharmacology,134,74,60,"For long-acting benzos, begin 10% weekly dose reduction directly; diazepam's long half-life permits smooth tapering without conversion"
198,8. Trauma- and Stressor-Related Disorders,100,40,60,"Symptoms represent impaired coping/adaptation to a life stressor, exceeding normal expected response"
290,16. Substance-Related Disorders,120,60,60,Coronary vasoconstriction via alpha-adrenergic agonism; increased myocardial oxygen demand; potential thrombus formation
405,26. Consultation-Liaison Psychiatry,107,47,60,Viral induced microglial activation producing pro-inflammatory cytokines that exacerbate mood dysregulation
739,6. Anxiety Disorders,135,75,60,Slow tapered discontinuation over weeks to months with careful monitoring for withdrawal symptoms per Beers Criteria and APA guidelines
954,22. Psychopharmacology,116,56,60,Protective factors modify risk; presence of strong protective factors reduces suicide risk even with active ideation
959,22. Psychopharmacology,104,44,60,"Warning signs, internal coping strategies, social supports, professional contacts, and means restriction"
960,22. Psychopharmacology,126,66,60,Refer for comprehensive suicide risk assessment with specialized instrument (C-SSRS) and psychiatric consultation if high risk
1106,21. Other Conditions,124,64,60,Occurrence policies need no tail; claims-made policies require tail (or nose) coverage to cover claims filed after you leave
1221,24. Psychiatric Emergencies,111,51,60,"It has 9–10% mortality untreated and can progress to malignant catatonia, clinically indistinguishable from NMS"
22,5. Depressive Disorders,105,46,59,Black box warning for increased suicidality in pediatric and early adult populations with antidepressants
51,9. Dissociative Disorders,79,20,59,Dissociative Fugue (a specifier of dissociative amnesia with purposeful travel)
130,22. Psychopharmacology,123,64,59,"Agents that treat acute mania, prevent manic recurrence, and ideally prevent depressive episodes without destabilizing mood"
500,26. Consultation-Liaison Psychiatry,108,49,59,"Fatigue is a core symptom of depression and anxiety, which are primary presentations in psychiatric practice"
608,22. Psychopharmacology,141,82,59,"Despite progress, how should we select agents when fundamental questions about mechanism, patient selection, and treatment resistance remain?"
686,1. Assessment Fundamentals,120,61,59,EHRs represent transformation from paper to digital with ongoing challenges requiring understanding of systems and tools
40,7. OCD and Related Disorders,120,62,58,OCD involves specific serotonergic circuit dysregulation in orbitofrontal-striatal pathways that SSRIs directly modulate
50,9. Dissociative Disorders,75,17,58,"Derealization (surroundings seem unreal, dreamlike, or emotionally distant)"
143,22. Psychopharmacology,129,71,58,Post-acute withdrawal syndrome (PAWS); persistent symptoms after acute withdrawal reflects prolonged neurobiological readjustment
266,23. Psychotherapy and Non-Pharmacologic,102,44,58,"Graduated exposure through a hierarchy, reducing anxiety through habituation and challenging avoidance"
337,22. Psychopharmacology,87,29,58,Identifies CYP450 genetic variations explaining poor response; guides dose optimization
416,26. Consultation-Liaison Psychiatry,100,42,58,Molecular mimicry: anti-streptococcal antibodies cross-react with neuronal antigens in basal ganglia
447,25. Special Populations,148,90,58,"The FDA categories reflected quality of evidence, not absolute risk; misinterpretation of this distinction led to inappropriate medication avoidance"
552,13. Sleep-Wake Disorders,144,86,58,"Explain that Z-drugs act on the same GABA-A receptors as benzodiazepines and share similar risks including tolerance, dependence, and withdrawal"
631,21. Other Conditions,128,70,58,"Insurance payment models, shaped by historical economic circumstances, influence coverage independent of clinical judgment alone"
786,11. Feeding and Eating Disorders,94,36,58,Olanzapine (2.5–10 mg/day) for appetite stimulation and reduction of weight-related obsessions
877,22. Psychopharmacology,147,89,58,"Esketamine is an NMDA receptor antagonist providing rapid-acting antidepressant effects within hours-days, distinct from monoamine-based mechanisms"
16,4. Bipolar and Related Disorders,93,36,57,Lithium can cause chronic kidney disease and requires dose adjustment based on renal function
46,8. Trauma- and Stressor-Related Disorders,91,34,57,"Prolonged, repeated interpersonal trauma (e.g., childhood abuse, intimate partner violence)"
180,2. Neurodevelopmental Disorders,83,26,57,"ADHD, anxiety disorders, intellectual disability, seizure disorder, and GI problems"
391,25. Special Populations,77,20,57,Increased mortality including cerebrovascular events and sudden cardiac death
456,"27. Forensic, Ethics, and Legal Issues",121,64,57,"Apply frameworks addressing autonomy, beneficence, non-maleficence, and justice, recognizing these principles may collide"
461,"27. Forensic, Ethics, and Legal Issues",152,95,57,"Conduct a thorough, objective evaluation based on current law and provide honest conclusions regardless of whether they support the claimant's interests"
488,5. Depressive Disorders,122,65,57,"Light therapy and/or antidepressants, addressing both the environmental light deficiency and mood disorder pathophysiology"
504,26. Consultation-Liaison Psychiatry,129,72,57,Navigate a systematic differential while avoiding both missed organic diagnoses and unnecessary investigative fishing expeditions
835,16. Substance-Related Disorders,121,64,57,"Divide the dose (e.g., 8 mg AM + 8 mg PM) and manage side effects symptomatically (laxatives, sexual dysfunction support)"
1035,1. Assessment Fundamentals,128,71,57,EEG has millisecond temporal but poor (cm-scale) spatial resolution; MRI has ~1 mm spatial but minutes-scale temporal resolution
1092,"27. Forensic, Ethics, and Legal Issues",123,66,57,Which statute; treating relationship/evaluation; meets legal disability; narrowest accurate documentation; should I decline
10,4. Bipolar and Related Disorders,98,42,56,Duration (7+ days vs 4+ days) and presence of functional impairment or psychotic features in mania
11,4. Bipolar and Related Disorders,75,19,56,Depressive episode with insufficient duration for bipolar II classification
59,11. Feeding and Eating Disorders,78,22,56,"Electrolyte abnormalities (hypokalemia), dental erosion, and esophageal injury"
61,11. Feeding and Eating Disorders,83,27,56,"EKG (assess QTc), electrolytes (K, Na, Cl, PO4), bone density, CBC, metabolic panel"
185,"27. Forensic, Ethics, and Legal Issues",91,35,56,"Four-part functional test: understanding, appreciation, reasoning, and expression of choice"
234,24. Psychiatric Emergencies,127,71,56,"Assessment should evaluate intent, means, timeline, and protective factors, with particular attention to access to lethal means"
328,22. Psychopharmacology,94,38,56,Particularly valuable for patients with documented nonadherence or relapse-recurrence patterns
436,22. Psychopharmacology,110,54,56,B12 is essential for monoamine synthesis and one-carbon metabolism required for neuronal methylation reactions
446,25. Special Populations,142,86,56,"Treatment requires nuanced, evidence-based decision-making that weighs both medication risks and substantial risks of untreated mental illness"
717,4. Bipolar and Related Disorders,128,72,56,"Reduce lithium dose cautiously while monitoring for relapse, or consider alternative mood stabilizers with less cognitive impact"
737,6. Anxiety Disorders,106,50,56,Pregabalin as a GABA analog with comparable SSRI/SNRI efficacy and particular utility in pain-comorbid GAD
791,11. Feeding and Eating Disorders,152,96,56,"RED-S encompasses eating disorders in athletes and subclinical undereating with serious medical consequences (bone loss, immunosuppression, injury risk)"
870,22. Psychopharmacology,118,62,56,Higher doses may paradoxically worsen mood and increase sexual dysfunction without additional benefit in many patients
878,22. Psychopharmacology,122,66,56,"Bupropion's dopaminergic mechanism directly targets anhedonia and psychomotor retardation, unlike serotonin-focused agents"
1072,"27. Forensic, Ethics, and Legal Issues",113,57,56,A dog (or in narrow cases a miniature horse) individually trained to perform tasks for a person with a disability
270,23. Psychotherapy and Non-Pharmacologic,106,51,55,"Habituation and extinction learning through repeated, prolonged exposure reduce conditioned fear responses"
291,16. Substance-Related Disorders,105,50,55,"Dilated cardiomyopathy from sustained catecholamine excess, myocardial necrosis, and progressive fibrosis"
342,22. Psychopharmacology,83,28,55,CYP2C19 metabolizer status differs; ultra-rapid/poor metabolizer explains variation
387,25. Special Populations,99,44,55,"Citalopram carries dose-dependent QT prolongation risk, particularly concerning in elderly patients"
434,22. Psychopharmacology,91,36,55,"Metformin impairs B12 absorption, causing B12 deficiency with neuropsychiatric consequences"
509,22. Psychopharmacology,119,64,55,Be aware that citalopram can prolong QT interval and follow FDA dose limitations; consider baseline and monitoring EKGs
580,22. Psychopharmacology,122,67,55,"Reduced sun exposure in winter decreases cutaneous vitamin D synthesis, worsening deficiency and affecting mood regulation"
836,16. Substance-Related Disorders,136,81,55,"Opioid antagonism removes endogenous opioid contribution to mood regulation and reward processing, unmasking or precipitating depression"
